player,position,team,minutes,goals,assists,clean_sheets,yellow_cards,red_cards,bonus,xg,xa,xgi,influence,creativity,threat,ict_index,total_points,value
Igor Julio dos Santos de Paulo,DEF,5,1631,0,0,2,4,0,1,0.25,0.5,0.75,297.8,135.5,23.0,45.8,37,8.6
Jack Hinshelwood,MID,5,866,3,0,2,1,0,5,2.1,0.36,2.46,200.2,118.9,230.0,55.0,42,9.3
Carlos Baleba,MID,5,1314,0,0,2,7,0,0,0.85,0.24,1.08,179.8,134.7,72.0,38.8,34,7.6
Anssumane Fati Vieira,MID,5,509,2,1,1,2,0,1,3.51,0.61,4.12,121.4,92.1,292.0,50.5,33,5.2
Valentín Barco,DEF,5,307,0,0,0,1,0,0,0.2,0.38,0.58,44.8,69.6,39.0,15.5,5,1.2
Odeluga Offiah,DEF,5,126,0,0,0,0,0,0,0.0,0.03,0.03,6.4,5.5,4.0,1.6,4,1.0
Ameen Al-Dakhil,DEF,6,1055,1,0,0,1,0,0,1.28,0.54,1.81,193.0,42.8,84.0,32.0,19,5.0
Manuel Benson Hedilazio,MID,6,110,0,0,0,0,0,0,0.07,0.18,0.25,17.6,26.4,30.0,7.5,8,1.5
Jordan Beyer,DEF,6,1234,0,1,2,6,0,4,0.56,0.19,0.75,330.8,46.1,35.0,41.3,30,7.7
Josh Brownhill,MID,6,2248,4,2,2,4,1,2,1.81,2.04,3.85,499.0,501.5,234.0,123.5,78,16.6
Josh Cullen,MID,6,2055,2,4,0,9,0,5,0.59,2.29,2.88,458.0,426.7,106.0,98.9,65,13.0
Hjalmar Ekdal,DEF,6,436,0,0,1,2,0,3,0.06,0.01,0.07,76.6,15.9,15.0,10.7,15,3.8
Lyle Foster,FWD,6,1898,5,3,2,0,1,4,4.36,1.27,5.63,364.2,263.4,467.0,109.6,75,16.0
Jóhann Berg Gudmundsson,MID,6,1185,1,3,2,2,0,0,1.8,2.53,4.33,234.6,515.6,158.0,91.0,48,10.0
Arijanet Muric,GK,6,900,0,0,0,0,0,12,0.0,0.05,0.05,513.0,40.3,0.0,55.3,47,10.9
Dara O'Shea,DEF,6,2892,3,4,2,5,1,2,0.74,0.9,1.64,772.0,189.7,213.0,117.7,69,15.7
Connor Roberts,DEF,6,817,0,1,0,3,1,0,0.0,0.35,0.35,142.8,104.1,12.0,25.7,12,2.8
Jay Rodriguez,FWD,6,811,2,1,1,0,0,3,3.82,0.08,3.9,138.8,66.2,232.0,42.6,41,7.7
Charlie Taylor,DEF,6,2329,1,1,2,8,0,1,0.25,1.66,1.91,395.6,275.7,59.0,73.3,47,12.1
Victor da Silva,DEF,6,2311,0,3,2,1,0,2,1.7,1.13,2.82,305.4,200.8,228.0,73.0,60,13.6
Anass Zaroury,MID,6,149,0,0,0,0,1,0,0.16,0.11,0.27,6.8,36.3,19.0,5.6,4,0.9
David Datro Fofana,FWD,6,876,4,1,1,1,0,8,4.58,0.3,4.88,212.0,111.7,273.0,59.2,50,10.0
Sander Berge,MID,6,3002,1,2,2,8,1,3,2.04,1.66,3.7,533.6,446.3,161.0,114.3,74,16.1
Zeki Amdouni,FWD,6,1953,5,1,5,2,0,11,5.55,1.22,6.77,372.8,246.5,509.0,112.4,85,16.7
James Trafford,GK,6,2520,0,0,2,2,0,5,0.0,0.04,0.04,903.6,3.3,0.0,90.7,70,15.9
Nathan Redmond,MID,6,132,0,0,0,1,0,0,0.03,0.37,0.4,23.8,52.5,18.0,9.4,11,2.3
Luca Koleosho,MID,6,972,1,2,3,0,0,0,1.96,1.07,3.03,86.8,147.9,213.0,44.5,40,8.3
Jacob Bruun Larsen,MID,6,1235,6,0,3,1,0,7,4.65,1.44,6.09,335.8,416.5,448.0,119.5,82,17.1
Wilson Odobert,MID,6,2095,3,4,2,3,0,3,2.75,3.32,6.07,331.0,435.4,445.0,121.1,82,16.4
Hannes Delcroix,DEF,6,584,0,0,0,2,0,0,0.35,0.12,0.47,110.0,57.8,42.0,20.9,7,1.8
Aaron Ramsey,MID,6,522,0,0,0,1,0,0,0.35,0.48,0.82,51.2,28.0,53.0,12.7,18,3.6
Mike Trésor,MID,6,410,0,0,0,0,0,0,0.37,0.54,0.91,44.4,110.5,24.0,18.0,20,3.8
Lorenz Assignon,DEF,6,1235,1,2,0,3,1,3,0.42,1.55,1.97,270.2,176.0,119.0,56.6,25,6.2
Maxime Esteve,DEF,6,1310,0,0,0,6,0,0,0.27,0.16,0.43,229.2,38.9,29.0,29.9,15,3.8
Moisés Caicedo Corozo,MID,7,2865,1,3,7,11,0,6,0.42,2.01,2.43,613.6,403.2,68.0,108.2,84,18.7
Robert Sánchez,GK,7,1433,0,0,3,2,0,7,0.0,0.0,0.0,450.6,0.1,0.0,45.2,59,13.1
Benoît Badiashile,DEF,7,1337,0,1,3,3,0,4,0.27,0.92,1.19,336.4,87.4,51.0,47.5,35,8.0
Trevoh Chalobah,DEF,7,949,1,0,3,1,0,4,0.2,0.16,0.36,250.8,45.4,38.0,33.4,39,9.1
Ben Chilwell,DEF,7,752,0,2,1,5,0,2,1.11,1.62,2.73,128.4,212.8,139.0,48.0,24,4.4
Carney Chukwuemeka,MID,7,222,1,1,0,2,0,0,0.12,0.29,0.41,78.4,68.6,52.0,19.9,16,3.8
Levi Colwill,DEF,7,1794,1,1,5,2,0,4,1.29,0.53,1.82,394.6,113.2,163.0,67.2,65,14.1
Marc Cucurella Saseta,DEF,7,1783,0,3,4,10,0,3,1.16,1.01,2.17,384.4,283.9,122.0,79.3,44,9.0
Enzo Fernández,MID,7,2208,3,3,5,7,0,4,5.72,3.78,9.5,527.2,567.7,369.0,146.3,77,16.0
Conor Gallagher,MID,7,3129,5,8,8,7,1,10,4.01,3.53,7.54,754.8,821.5,401.0,197.4,129,23.9
Malo Gusto,DEF,7,1746,0,6,5,7,1,10,1.01,3.39,4.4,434.8,494.8,174.0,110.4,74,17.2
Reece James,DEF,7,416,0,2,0,0,2,0,0.3,1.36,1.66,137.4,172.1,61.0,37.1,11,2.1
Noni Madueke,MID,7,1044,5,3,4,2,0,7,2.51,2.13,4.64,341.6,287.5,401.0,102.8,76,14.3
Mykhailo Mudryk,MID,7,1564,5,5,7,5,0,5,4.77,3.15,7.92,347.2,457.5,420.0,122.4,94,14.9
Nicolas Jackson,FWD,7,2801,14,6,9,10,0,12,18.14,3.0,21.14,783.8,501.7,1098.0,237.7,142,20.3
Christopher Nkunku,FWD,7,437,3,0,0,0,0,4,2.47,0.37,2.84,134.6,74.5,222.0,42.7,29,4.0
Raheem Sterling,MID,7,1972,8,8,5,7,0,8,6.39,4.33,10.72,502.8,473.7,747.0,172.1,123,18.1
Thiago Emiliano da Silva,DEF,7,2525,3,1,7,4,0,12,0.73,0.58,1.31,797.0,138.7,165.0,110.6,98,19.6
Cole Palmer,MID,7,2617,22,13,7,7,0,32,17.35,8.17,25.52,1240.2,1022.5,1016.0,327.8,244,38.7
Ian Maatsen,MID,7,200,0,0,0,1,0,0,0.74,0.2,0.94,29.4,44.8,29.0,10.3,11,2.2
Axel Disasi,DEF,7,2579,2,0,5,6,0,6,2.35,1.46,3.81,573.2,105.5,172.0,85.1,71,14.5
Lesley Ugochukwu,MID,7,296,0,0,1,2,0,0,0.0,0.14,0.14,60.8,44.4,4.0,10.9,13,3.0
Đorđe Petrović,GK,7,1986,0,0,5,2,0,5,0.0,0.0,0.0,567.8,0.0,0.0,56.8,71,15.1
Alfie Gilchrist,DEF,7,200,1,0,1,1,0,0,0.32,0.05,0.37,70.6,8.6,33.0,11.1,20,5.0
Naouirou Ahamada,MID,8,332,0,0,0,2,1,0,0.4,0.12,0.52,41.2,25.2,61.0,12.9,16,3.7
Joachim Andersen,DEF,8,3416,2,3,10,7,0,12,1.75,2.08,3.83,873.6,301.1,253.0,143.1,121,25.7
Jordan Ayew,MID,8,2540,4,7,11,7,1,3,3.97,2.55,6.52,517.6,445.2,550.0,151.1,109,20.6
Nathaniel Clyne,DEF,8,1335,0,1,5,0,0,0,0.21,0.21,0.42,179.6,67.8,21.0,27.0,52,12.1
Cheick Doucouré,MID,8,920,0,0,3,2,0,0,0.28,0.76,1.04,165.8,138.5,36.0,34.2,21,4.4
Odsonne Edouard,FWD,8,1545,7,0,6,4,0,9,6.33,0.86,7.19,359.6,256.7,663.0,128.0,79,14.9
Eberechi Eze,MID,8,2054,11,5,8,3,0,11,9.12,5.66,14.78,740.4,810.0,735.0,228.7,136,22.7
Marc Guéhi,DEF,8,2020,0,1,6,2,0,6,0.58,1.0,1.58,417.8,106.6,35.0,56.1,66,15.7
Will Hughes,MID,8,1886,0,2,8,6,0,2,0.31,1.7,2.01,319.2,338.6,67.0,72.3,61,12.4
Sam Johnstone,GK,8,1796,0,0,6,1,0,7,0.0,0.0,0.0,321.4,0.0,0.0,32.2,68,15.8
Jefferson Lerma Solís,MID,8,2399,1,1,5,8,0,4,2.61,1.78,4.39,417.6,366.1,240.0,102.4,64,13.6
Jean-Philippe Mateta,FWD,8,2274,16,7,8,3,0,22,10.84,1.3,12.14,775.0,404.0,741.0,191.9,165,32.4
Tyrick Mitchell,DEF,8,3204,2,3,10,6,0,10,1.27,2.39,3.66,669.8,393.7,209.0,127.4,119,26.4
Michael Olise,MID,8,1272,10,6,3,0,0,21,5.32,4.96,10.28,627.6,568.7,556.0,175.4,125,21.9
Chris Richards,DEF,8,2091,1,1,4,3,0,4,0.6,0.17,0.77,456.2,87.5,108.0,65.2,62,15.9
Jairo Riedewald,MID,8,228,0,0,1,0,0,0,0.04,0.07,0.11,24.6,9.3,14.0,4.8,12,2.8
Jeffrey Schlupp,MID,8,1340,2,2,4,1,0,4,1.7,1.41,3.11,279.8,234.2,229.0,74.1,66,13.8
Joel Ward,DEF,8,1978,0,1,5,4,0,0,0.88,0.25,1.13,348.2,79.0,41.0,46.8,54,12.0
Dean Henderson,GK,8,1620,0,0,4,2,0,2,0.0,0.01,0.01,434.8,0.0,0.0,43.7,48,10.9
Matheus França de Oliveira,MID,8,224,0,2,0,1,0,0,0.33,0.46,0.79,36.4,77.7,53.0,16.5,16,3.3
Jesurun Rak-Sakyi,MID,8,132,0,0,1,0,0,0,0.41,0.14,0.54,23.2,28.2,58.0,11.0,8,1.8
David Ozoh,MID,8,148,0,0,0,1,0,0,0.0,0.01,0.01,25.2,4.0,0.0,2.9,8,1.8
Daniel Muñoz,DEF,8,1440,0,4,5,4,0,3,1.26,1.26,2.52,331.0,265.6,119.0,71.7,56,12.4
Adam Wharton,MID,8,1296,0,3,7,2,0,4,0.38,1.5,1.87,255.0,287.9,29.0,57.3,50,10.0
André Tavares Gomes,MID,9,505,1,0,3,4,0,0,0.32,0.43,0.75,72.8,88.3,81.0,24.1,20,4.5
Jarrad Branthwaite,DEF,9,3116,3,1,12,8,0,10,1.62,1.29,2.91,789.4,67.2,185.0,104.3,124,27.6
Dominic Calvert-Lewin,FWD,9,2166,7,3,13,2,0,9,12.86,1.58,14.43,403.0,255.6,901.0,154.8,101,17.4
Seamus Coleman,DEF,9,661,0,0,4,0,0,3,0.0,0.7,0.7,108.6,49.9,6.0,16.5,30,6.8
Abdoulaye Doucouré,MID,9,2632,7,3,12,7,0,7,8.7,1.51,10.21,462.4,456.5,687.0,161.0,116,21.1
James Garner,MID,9,3001,1,2,11,7,0,3,2.62,3.75,6.37,526.6,663.1,244.0,143.5,87,17.8
Ben Godfrey,DEF,9,1120,0,0,4,2,0,0,1.76,0.55,2.31,221.4,64.9,156.0,44.3,37,8.6
Idrissa Gueye,MID,9,1885,4,0,7,8,0,10,1.25,0.82,2.07,406.8,237.1,154.0,79.7,73,15.2
Michael Keane,DEF,9,437,1,0,1,2,0,2,0.56,0.06,0.62,108.2,4.6,92.0,20.5,18,4.3
Dwight McNeil,MID,9,2891,3,8,12,2,0,8,3.26,7.9,11.16,615.4,1110.8,400.0,212.7,124,23.0
Vitalii Mykolenko,DEF,9,2469,2,1,9,1,0,9,1.49,1.07,2.56,517.4,239.8,211.0,96.8,101,22.4
Amadou Onana,MID,9,2085,2,0,5,5,0,5,2.22,1.39,3.61,354.0,282.7,254.0,89.5,66,14.0
Nathan Patterson,DEF,9,1000,0,2,2,4,0,3,0.34,1.03,1.37,207.2,138.2,26.0,37.3,34,7.9
Jordan Pickford,GK,9,3420,0,0,13,5,0,22,0.0,0.46,0.46,969.2,43.4,0.0,101.3,153,31.9
James Tarkowski,DEF,9,3420,1,1,13,11,0,10,2.55,2.66,5.21,915.4,269.6,320.0,150.9,117,25.4
Ashley Young,DEF,9,2277,0,1,9,5,1,3,0.67,1.51,2.18,284.8,365.2,87.0,74.0,76,17.3
Arnaut Danjuma Groeneveld,MID,9,587,1,0,2,0,0,0,2.63,0.42,3.05,73.6,79.3,271.0,42.4,26,5.0
Lewis Dobbin,MID,9,226,1,0,1,1,0,0,0.34,0.12,0.46,68.4,50.5,59.0,17.7,18,4.0
Youssef Ramalho Chermiti,FWD,9,196,0,0,1,3,0,0,0.74,0.3,1.04,19.2,51.2,84.0,14.9,16,3.3
Jack Harrison,MID,9,2212,3,3,11,1,0,5,3.68,3.02,6.7,397.4,405.7,339.0,114.3,92,16.7
Norberto Bercique Gomes Betuncal,FWD,9,943,3,0,2,2,0,3,6.46,0.3,6.76,158.8,139.6,425.0,71.3,50,8.8
Armando Broja,FWD,10,529,1,2,3,0,0,0,2.24,0.23,2.47,75.6,70.3,152.0,29.0,35,7.1
Alex Iwobi,MID,10,2331,5,2,7,2,0,9,5.23,4.2,9.43,504.2,718.8,534.0,175.9,102,19.2
Andreas Hoelgebaum Pereira,MID,10,2611,3,9,14,6,0,7,4.52,5.72,10.24,503.6,1254.3,417.0,217.8,127,24.0
Tom Cairney,MID,10,1472,1,6,4,3,0,2,1.03,2.58,3.61,335.2,407.2,170.0,90.9,70,14.3
Bobby De Cordova-Reid,MID,10,1410,6,3,3,4,0,7,4.55,1.12,5.67,330.6,255.3,325.0,90.0,92,17.7
Issa Diop,DEF,10,1423,0,0,5,2,1,3,0.26,0.42,0.68,348.8,20.5,37.0,40.8,43,9.8
Bernd Leno,GK,10,3420,0,0,10,3,0,15,0.0,0.0,0.0,1069.8,0.1,0.0,106.7,133,27.7
Saša Lukić,MID,10,1113,1,0,5,3,0,0,1.49,0.46,1.95,192.4,155.6,115.0,46.2,43,10.0
Rodrigo Muniz Carvalho,FWD,10,1589,9,2,6,1,0,12,8.76,0.94,9.7,409.0,213.1,875.0,148.2,97,22.6
João Palhinha Gonçalves,MID,10,2698,4,1,9,13,0,8,3.39,0.99,4.38,659.2,219.0,365.0,124.5,91,18.2
Tim Ream,DEF,10,1503,1,0,3,2,1,4,0.96,0.16,1.12,339.8,18.2,45.0,40.4,40,9.1
Harrison Reed,MID,10,1317,0,2,6,6,0,0,0.29,1.49,1.78,213.8,212.6,45.0,47.2,47,10.9
Antonee Robinson,DEF,10,3266,0,6,9,6,0,8,0.68,3.75,4.43,805.8,536.7,241.0,158.6,104,23.1
Kenny Tete,DEF,10,863,1,0,2,2,0,0,0.86,0.46,1.32,195.2,93.4,67.0,35.6,27,6.1
Tosin Adarabioyo,DEF,10,1616,2,0,6,2,0,2,0.78,0.32,1.1,431.8,39.3,152.0,62.4,66,15.3
Carlos Vinícius Alves Morais,FWD,10,306,2,0,0,2,0,2,1.59,0.11,1.7,83.6,61.3,139.0,28.2,22,4.9
Harry Wilson,MID,10,1603,4,7,5,6,0,5,3.45,2.63,6.08,375.0,357.3,340.0,107.2,94,17.7
Raúl Jiménez,FWD,10,1390,7,0,4,3,1,13,5.37,0.96,6.33,335.8,185.9,440.0,95.1,72,14.4
Willian Borges da Silva,MID,10,2048,4,3,9,1,0,6,5.09,4.68,9.77,416.4,701.3,439.0,155.5,94,17.7
Calvin Bassey,DEF,10,2299,1,0,6,4,1,4,0.37,0.16,0.53,462.8,34.8,50.0,55.0,66,15.0
Adama Traoré,MID,10,363,2,3,0,2,0,1,1.49,0.88,2.37,164.2,108.1,140.0,41.3,36,7.3
Timothy Castagne,DEF,10,2630,1,3,9,3,0,7,1.29,2.06,3.35,494.4,295.0,229.0,102.1,105,23.3
Trent Alexander-Arnold,DEF,11,2153,3,5,8,6,0,19,2.78,5.84,8.62,601.8,1027.5,237.0,186.8,122,14.5
Alisson Ramses Becker,GK,11,2520,0,0,8,1,0,9,0.0,0.0,0.0,671.2,10.4,0.0,68.1,107,18.8
Darwin Núñez Ribeiro,FWD,11,2033,11,11,6,9,0,9,16.23,4.37,20.6,660.8,439.1,1223.0,232.4,132,17.6
Diogo Teixeira da Silva,MID,11,1141,10,7,5,1,1,7,5.24,1.75,6.99,483.8,290.2,639.0,141.4,110,13.9
Harvey Elliott,MID,11,1330,3,9,4,2,0,8,2.72,4.68,7.4,417.2,570.0,391.0,137.5,96,20.0
Cody Gakpo,FWD,11,1633,8,5,5,1,0,12,9.07,2.71,11.78,521.4,348.2,708.0,157.1,106,14.9
Joe Gomez,DEF,11,1772,0,2,7,5,0,2,1.02,1.07,2.09,316.0,338.3,119.0,77.7,76,16.9
Curtis Jones,MID,11,1156,1,1,2,3,1,2,2.74,1.04,3.78,174.0,203.2,195.0,57.0,40,8.2
Caoimhin Kelleher,GK,11,900,0,0,2,0,0,3,0.0,0.01,0.01,261.2,10.0,0.0,27.0,34,9.4
Ibrahima Konaté,DEF,11,1570,0,0,6,3,1,2,0.7,0.47,1.17,357.4,139.9,87.0,58.5,56,11.4
Luis Díaz,MID,11,2625,8,7,7,3,0,9,12.08,4.73,16.81,613.0,844.0,1190.0,264.6,142,18.7
Alexis Mac Allister,MID,11,2600,5,5,6,7,1,12,3.59,4.89,8.48,712.4,726.7,224.0,166.2,109,18.5
Joel Matip,DEF,11,779,0,0,2,2,0,0,0.48,0.11,0.59,192.8,33.3,35.0,26.1,21,4.4
Andrew Robertson,DEF,11,1689,3,2,3,2,0,8,1.9,4.4,6.3,552.2,936.1,230.0,171.9,76,11.7
Mohamed Salah,MID,11,2531,18,12,8,2,0,24,20.89,7.47,28.36,1033.8,892.2,1531.0,346.0,211,15.7
Dominik Szoboszlai,MID,11,2102,3,4,8,1,0,7,3.64,5.13,8.77,423.4,830.0,377.0,162.8,99,13.9
Konstantinos Tsimikas,DEF,11,675,0,3,4,0,0,4,0.09,1.26,1.35,158.8,267.5,35.0,46.2,48,11.2
Virgil van Dijk,DEF,11,3177,2,2,9,3,1,8,2.88,1.04,3.92,911.2,176.3,449.0,153.8,117,17.7
Jarell Quansah,DEF,11,1188,2,0,2,1,0,5,1.04,0.19,1.23,331.6,58.8,104.0,49.4,49,12.2
Wataru Endo,MID,11,1714,1,0,6,10,0,0,0.51,1.53,2.04,281.6,269.5,53.0,60.1,47,8.7
Ryan Gravenberch,MID,11,1110,1,0,3,0,0,3,2.08,1.35,3.43,187.0,229.4,198.0,61.5,45,9.0
Conor Bradley,DEF,11,752,1,3,3,2,0,7,0.91,1.24,2.15,230.4,215.8,160.0,60.6,50,12.2
Albert Sambi Lokonga,MID,12,1304,1,3,2,4,0,4,0.55,0.79,1.34,289.8,154.9,56.0,49.9,47,9.6
Marvelous Nakamba,MID,12,1131,0,0,0,5,0,0,0.18,0.49,0.67,146.4,102.8,14.0,26.5,21,4.9
Elijah Adebayo,FWD,12,1405,10,1,2,1,0,9,5.47,0.44,5.91,413.6,177.0,527.0,111.8,94,19.6
Mads Juel Andersen,DEF,12,397,1,0,0,1,0,1,0.26,0.0,0.26,126.8,1.8,27.0,15.6,15,3.9
Amari'i Bell,DEF,12,1720,0,0,2,0,0,3,0.38,0.43,0.81,358.2,119.6,50.0,52.7,35,9.2
Luke Berry,MID,12,309,2,1,0,1,0,0,0.99,0.15,1.14,112.6,29.7,117.0,25.6,31,6.7
Reece Burke,DEF,12,1659,0,4,1,5,0,2,1.86,0.92,2.78,406.4,172.4,131.0,70.9,40,10.0
Jordan Clark,MID,12,1297,1,1,1,4,0,3,1.1,1.19,2.29,198.8,187.5,177.0,56.5,44,9.2
Alfie Doughty,DEF,12,2923,2,10,2,5,0,11,1.39,5.55,6.94,690.4,1126.0,318.0,213.3,101,23.5
Carlton Morris,FWD,12,2859,11,6,3,4,0,18,11.53,1.52,13.05,620.2,305.6,908.0,183.4,146,31.1
Chiedozie Ogbene,FWD,12,1987,4,4,2,1,0,7,4.47,3.5,7.97,412.6,378.3,486.0,127.7,84,17.5
Fred Onyedinma,MID,12,403,0,0,0,1,0,0,0.15,0.42,0.57,36.2,32.8,71.0,14.1,11,2.2
Gabriel Osho,DEF,12,1846,2,0,2,3,0,1,1.09,0.16,1.25,448.6,37.9,103.0,59.0,41,9.3
Cauley Woodrow,FWD,12,406,1,1,0,2,0,3,1.32,0.85,2.17,127.0,127.1,103.0,35.8,33,7.7
Teden Mengi,DEF,12,2467,1,0,1,3,0,1,0.54,0.56,1.1,579.6,83.0,95.0,76.0,42,10.8
Ryan Giles,DEF,12,498,0,0,0,0,0,0,0.12,0.56,0.68,83.2,108.7,38.0,23.1,11,2.6
Tom Lockyer,DEF,12,1169,1,1,0,4,0,1,0.99,0.29,1.28,286.2,39.2,80.0,40.6,23,5.5
Pelly Ruddock Mpanzu,MID,12,1085,0,0,1,1,0,0,0.6,1.41,2.01,108.8,102.3,70.0,28.0,35,7.6
Tahith Chong,MID,12,1972,4,2,0,4,0,3,2.7,1.33,4.03,303.6,206.3,310.0,81.6,78,17.7
Issa Kaboré,DEF,12,1727,0,3,0,7,0,3,0.22,1.87,2.09,326.6,253.0,62.0,64.0,34,8.5
Thomas Kaminski,GK,12,3405,0,0,2,3,0,3,0.0,0.04,0.04,1116.6,10.0,0.0,112.2,86,19.1
Ross Barkley,MID,12,2616,5,5,2,6,0,4,3.91,2.73,6.64,687.4,622.8,379.0,168.7,101,22.4
Jacob Brown,FWD,12,1013,2,1,1,4,0,3,2.81,0.44,3.25,162.6,116.4,249.0,52.0,39,8.0
Andros Townsend,MID,12,1197,1,4,3,1,0,3,1.48,1.8,3.28,221.4,293.6,148.0,65.9,61,12.2
Daiki Hashioka,DEF,12,592,0,0,0,0,0,0,0.1,0.26,0.36,101.4,51.9,8.0,16.2,4,1.0
Manuel Akanji,DEF,13,2512,2,0,11,2,1,8,1.77,1.79,3.56,536.4,298.7,137.0,97.4,112,22.4
Nathan Aké,DEF,13,2039,2,3,6,0,0,6,2.47,1.14,3.61,447.2,197.7,249.0,89.7,99,19.8
Julián Álvarez,FWD,13,2644,11,11,12,2,0,17,13.07,6.28,19.35,737.0,1005.2,992.0,273.3,158,24.7
Bernardo Veiga de Carvalho e Silva,MID,13,2576,6,9,10,8,0,20,3.54,8.05,11.59,747.4,959.5,570.0,228.0,141,22.7
Oscar Bobb,MID,13,294,1,2,1,0,0,2,1.5,1.1,2.6,105.4,147.1,107.0,36.0,30,6.8
Kevin De Bruyne,MID,13,1219,4,10,7,2,0,11,2.4,6.9,9.3,527.6,901.1,406.0,183.6,98,9.2
Rúben Gato Alves Dias,DEF,13,2557,0,0,9,0,0,3,1.38,1.93,3.31,578.4,208.5,225.0,101.5,88,16.0
Ederson Santana de Moraes,GK,13,2785,0,0,11,5,0,5,0.0,0.03,0.03,551.8,10.0,0.0,56.0,112,20.4
Phil Foden,MID,13,2860,19,8,14,2,0,31,10.17,6.95,17.12,1154.8,1157.8,1172.0,348.8,230,27.1
Jack Grealish,MID,13,998,3,1,3,6,0,6,2.17,2.69,4.86,240.4,384.1,295.0,91.9,50,6.9
Erling Haaland,FWD,13,2553,27,8,11,1,0,29,29.57,2.18,31.75,1094.6,367.2,1581.0,303.3,217,15.2
Mateo Kovačić,MID,13,1539,1,0,9,4,0,2,1.24,1.66,2.9,265.0,365.9,129.0,76.0,59,12.8
Rico Lewis,DEF,13,804,2,0,4,1,0,2,0.63,1.25,1.88,148.0,195.9,114.0,45.8,52,12.4
Stefan Ortega Moreno,GK,13,632,0,0,1,0,0,2,0.0,0.0,0.0,171.2,0.0,0.0,17.3,22,6.1
Rodrigo Hernandez,MID,13,2931,8,10,14,8,1,19,3.99,6.15,10.14,1043.8,894.8,484.0,242.3,159,28.4
John Stones,DEF,13,1061,1,0,5,2,0,3,1.06,0.4,1.46,188.4,128.4,70.0,38.7,53,10.0
Kyle Walker,DEF,13,2766,0,5,10,2,0,13,0.4,3.2,3.6,465.4,534.1,126.0,112.6,123,22.4
Matheus Luiz Nunes,MID,13,831,0,2,2,0,1,1,0.89,1.71,2.6,146.0,221.3,150.0,51.8,32,6.8
Joško Gvardiol,DEF,13,2327,4,2,9,3,0,12,3.14,2.09,5.23,544.4,362.2,389.0,129.7,123,23.7
Jérémy Doku,MID,13,1585,3,10,1,3,0,13,2.57,5.85,8.42,524.2,640.2,875.0,203.9,98,15.3
Mason Mount,MID,14,509,1,0,1,2,0,0,0.37,0.37,0.74,105.8,107.6,64.0,27.9,23,3.4
Amad Diallo,MID,14,385,1,1,1,1,0,3,0.53,0.47,1.0,117.0,123.8,114.0,35.2,23,5.2
Antony Matheus dos Santos,MID,14,1311,1,1,3,5,0,0,3.38,1.83,5.21,247.8,327.7,347.0,91.8,47,6.9
Bruno Borges Fernandes,MID,14,3118,10,9,7,9,0,24,9.73,10.23,19.96,1101.6,1663.0,748.0,351.3,166,19.5
Carlos Henrique Casimiro,MID,14,1981,1,3,5,7,0,0,3.64,1.2,4.84,628.4,247.9,323.0,119.9,58,10.9
Diogo Dalot Teixeira,DEF,14,3174,2,3,8,4,1,13,1.67,2.38,4.05,738.6,590.8,212.0,154.4,111,21.3
Christian Eriksen,MID,14,1134,1,2,2,1,0,4,0.97,2.46,3.43,255.4,400.5,93.0,75.0,48,8.3
Alejandro Garnacho,MID,14,2564,7,7,8,4,0,7,8.23,2.81,11.04,527.2,616.8,1103.0,224.3,131,26.2
Hannibal Mejbri,MID,14,131,1,0,1,1,0,0,0.03,0.48,0.51,48.2,29.8,13.0,9.0,11,2.6
Victor Lindelöf,DEF,14,1328,1,1,5,2,0,7,0.69,0.43,1.12,263.8,125.9,105.0,49.6,62,13.8
Harry Maguire,DEF,14,1650,2,4,4,3,0,6,1.94,0.97,2.91,493.4,90.9,192.0,77.7,73,17.0
Kobbie Mainoo,MID,14,1927,3,1,7,3,0,8,0.87,1.35,2.22,413.4,256.7,134.0,80.6,77,17.5
Anthony Martial,FWD,14,439,1,1,1,0,0,2,1.24,0.14,1.38,67.2,85.0,97.0,24.5,25,3.9
Lisandro Martínez,DEF,14,643,0,1,1,3,0,0,0.0,0.08,0.08,144.4,45.7,4.0,19.4,15,3.2
Scott McTominay,MID,14,1891,7,1,7,2,0,5,6.0,0.41,6.4,539.4,179.5,492.0,121.3,98,21.8
Facundo Pellistri Rebollo,MID,14,164,0,1,0,0,0,0,0.51,0.39,0.9,47.0,19.3,66.0,13.3,13,3.1
Raphaël Varane,DEF,14,1370,1,0,3,2,0,2,0.81,0.36,1.17,356.2,35.3,85.0,47.7,44,9.0
Marcus Rashford,MID,14,2264,7,3,7,2,0,0,7.13,2.8,9.93,453.2,358.6,672.0,148.3,108,12.9
Luke Shaw,DEF,14,960,0,1,4,6,0,0,0.05,0.89,0.94,197.2,199.3,29.0,42.6,31,6.0
Aaron Wan-Bissaka,DEF,14,1778,0,2,3,4,0,5,0.11,1.47,1.58,397.8,196.5,60.0,65.5,47,10.7
André Onana,GK,14,3420,0,0,9,5,0,10,0.0,0.08,0.08,1167.8,33.2,0.0,120.2,133,26.6
Rasmus Højlund,FWD,14,2156,10,2,6,2,0,14,6.97,0.96,7.93,480.6,345.8,648.0,147.0,112,15.8
Jonny Evans,DEF,14,1389,0,1,4,2,0,3,0.06,0.27,0.33,330.8,81.2,21.0,43.6,49,12.2
Sofyan Amrabat,MID,14,929,0,0,2,6,0,0,0.07,0.36,0.43,159.0,102.5,6.0,27.0,26,5.2
