player,position,team,minutes,goals,assists,clean_sheets,yellow_cards,red_cards,bonus,xg,xa,xgi,influence,creativity,threat,ict_index,total_points,value
Diogo Teixeira da Silva,MID,12,1182,6,4,7,2,0,4,7.98,1.09,9.07,300.6,169.5,537.0,99.0,87,12.1
Harvey Elliott,MID,12,359,1,2,0,1,0,3,1.78,0.64,2.42,118.6,145.8,143.0,40.4,33,6.3
Endo Wataru,MID,12,259,0,0,0,0,0,0,0.0,0.09,0.09,57.6,38.2,6.0,10.0,21,4.6
Cody Gakpo,FWD,12,1921,10,5,5,5,0,22,7.12,3.76,10.87,597.0,517.7,686.0,180.3,127,17.6
Joe Gomez,DEF,12,517,0,0,1,1,0,0,0.33,0.09,0.42,130.4,38.5,58.0,22.8,14,3.0
Ryan Gravenberch,MID,12,3160,0,4,14,5,1,1,1.13,3.5,4.63,550.6,473.9,121.0,114.7,92,18.4
Curtis Jones,MID,12,1702,3,5,6,1,1,4,4.34,1.46,5.8,397.2,343.7,400.0,113.6,87,16.4
Caoimhin Kelleher,GK,12,900,0,0,4,0,0,1,0.0,0.0,0.0,224.2,0.0,0.0,22.4,45,11.5
Ibrahima Konaté,DEF,12,2561,1,2,11,5,0,4,1.8,0.91,2.71,578.0,161.4,133.0,87.6,106,20.0
Luis Díaz,MID,12,2393,13,7,15,2,0,21,11.9,4.34,16.24,770.8,748.0,946.0,246.4,183,24.4
Mohamed Salah,MID,12,3374,29,18,15,1,0,55,24.7,8.99,33.69,1577.0,1199.2,1985.0,476.0,344,25.3
Alexis Mac Allister,MID,12,2597,5,6,14,6,0,8,2.89,5.57,8.46,653.4,731.3,357.0,174.1,122,19.7
Jarell Quansah,DEF,12,488,0,0,0,2,0,0,0.1,0.18,0.28,119.4,29.1,15.0,16.5,9,2.3
Andrew Robertson,DEF,12,2479,0,1,10,3,1,4,1.12,4.27,5.39,395.4,668.7,182.0,124.4,91,15.7
Dominik Szoboszlai,MID,12,2485,6,10,12,6,0,14,6.94,6.06,13.0,589.8,794.8,601.0,198.1,143,23.4
Konstantinos Tsimikas,DEF,12,829,0,1,4,2,0,3,0.39,2.32,2.71,202.0,260.7,60.0,52.5,43,9.3
Virgil van Dijk,DEF,12,3330,3,1,14,5,0,8,2.22,0.98,3.2,932.6,206.6,299.0,143.7,143,21.3
Federico Chiesa,MID,12,103,0,0,0,0,0,0,0.34,0.15,0.49,9.0,23.5,36.0,6.7,7,1.0
Manuel Akanji,DEF,13,2012,0,0,6,3,0,1,1.57,1.3,2.87,339.8,249.8,100.0,68.9,61,11.5
Nathan Aké,DEF,13,677,0,0,3,0,0,0,0.22,0.17,0.39,104.6,33.7,20.0,15.9,25,4.7
Bernardo Veiga de Carvalho e Silva,MID,13,2667,4,4,10,7,0,13,3.84,4.56,8.4,603.0,800.4,532.0,193.6,110,18.0
Kevin De Bruyne,MID,13,1694,4,9,10,2,0,12,5.17,6.75,11.92,466.6,920.0,411.0,179.5,114,12.0
Jérémy Doku,MID,13,1506,3,6,8,1,0,3,1.32,3.81,5.13,453.8,515.9,528.0,150.0,88,14.2
Ederson Santana de Moraes,GK,13,2320,0,4,10,4,0,9,0.0,0.16,0.16,567.0,43.0,0.0,60.9,111,20.9
Phil Foden,MID,13,1771,7,3,6,2,0,10,5.17,5.33,10.49,448.0,749.0,449.0,164.2,105,11.5
Jack Grealish,MID,13,710,1,1,2,3,0,4,1.13,1.67,2.8,157.2,321.4,234.0,71.3,38,5.9
Joško Gvardiol,DEF,13,3278,5,0,13,2,0,15,4.6,2.92,7.52,847.0,501.7,497.0,185.0,153,23.5
Erling Haaland,FWD,13,2736,22,3,10,2,0,26,21.9,2.04,23.94,946.0,359.4,1511.0,281.8,181,12.1
Mateo Kovačić,MID,13,2194,6,3,10,5,1,13,1.91,3.21,5.11,606.4,579.3,204.0,139.1,109,20.2
Rico Lewis,DEF,13,1888,1,2,5,3,1,1,1.32,1.01,2.33,293.8,218.6,139.0,65.0,66,15.3
Matheus Luiz Nunes,MID,13,1670,1,7,9,4,0,6,1.11,3.32,4.43,370.4,422.4,206.0,99.9,81,16.5
James McAtee,MID,13,340,3,0,0,1,0,0,2.8,0.8,3.6,113.0,64.6,136.0,30.7,31,6.7
Stefan Ortega Moreno,GK,13,1099,0,0,3,1,0,0,0.0,0.0,0.0,292.6,0.0,0.0,29.4,35,6.7
Rúben Gato Alves Dias,DEF,13,2269,0,0,11,4,0,7,1.54,1.2,2.74,478.2,173.8,150.0,80.2,90,16.4
John Stones,DEF,13,544,2,0,1,1,0,2,0.6,0.17,0.77,155.6,49.8,70.0,27.4,29,5.5
Kyle Walker,DEF,13,966,0,0,0,3,0,0,0.12,1.34,1.46,157.4,147.7,29.0,33.5,13,2.5
Sávio 'Savinho' Moreira de Oliveira,MID,13,1760,1,11,8,3,0,15,5.02,6.1,11.12,415.2,682.9,671.0,177.3,106,17.7
Nico O'Reilly,MID,13,525,2,0,3,0,0,4,1.28,0.68,1.96,133.4,76.2,112.0,32.2,31,6.3
Ilkay Gündogan,MID,13,2218,1,7,10,1,0,5,3.21,4.43,7.63,387.0,781.3,273.0,144.2,97,15.4
Jahmai Simpson-Pusey,DEF,13,95,0,0,0,1,0,0,0.0,0.01,0.01,19.6,2.2,2.0,2.4,1,0.2
Abdukodir Khusanov,DEF,13,503,0,0,2,1,0,0,0.02,0.09,0.11,102.0,33.9,4.0,14.1,14,2.8
Omar Marmoush,FWD,13,1174,7,1,8,0,0,12,5.41,1.71,7.12,318.0,246.7,410.0,97.3,73,9.9
Nico González,MID,13,760,1,1,6,3,0,0,0.45,0.48,0.93,137.2,78.7,62.0,27.5,31,5.2
Amad Diallo,MID,14,1898,8,8,7,5,0,17,4.71,3.98,8.69,634.0,687.2,615.0,193.8,129,24.3
Antony Matheus dos Santos,MID,14,135,0,0,0,0,0,0,0.6,0.21,0.81,35.0,50.7,74.0,15.8,8,1.4
Bruno Borges Fernandes,MID,14,3017,8,12,10,3,2,28,9.93,7.89,17.82,1017.8,1407.7,587.0,300.8,174,20.7
Altay Bayindir,GK,14,360,0,0,1,0,0,0,0.0,0.0,0.0,80.0,0.0,0.0,7.9,8,1.9
Carlos Henrique Casimiro,MID,14,1489,1,0,6,5,0,3,1.8,1.99,3.79,433.2,348.2,265.0,104.8,48,10.4
Diogo Dalot Teixeira,DEF,14,2812,0,4,8,5,0,9,1.96,2.35,4.31,493.2,434.2,258.0,118.2,95,19.0
Christian Eriksen,MID,14,1052,1,2,4,4,0,0,1.31,2.6,3.91,235.8,474.3,79.0,78.9,45,8.7
Jonny Evans,DEF,14,312,0,0,1,1,0,3,0.11,0.02,0.13,66.6,5.3,23.0,9.5,15,3.4
Alejandro Garnacho,MID,14,2188,6,4,5,3,0,7,7.4,2.76,10.16,454.0,532.2,904.0,188.3,106,18.0
Rasmus Højlund,FWD,14,1998,4,1,6,2,0,8,5.1,1.14,6.24,187.0,254.7,432.0,86.3,78,11.3
Victor Lindelöf,DEF,14,695,0,0,2,1,0,0,0.0,0.09,0.09,125.4,48.5,8.0,18.3,27,6.3
Harry Maguire,DEF,14,1751,1,0,3,7,0,3,1.82,0.25,2.07,409.4,101.2,233.0,74.5,48,9.8
Kobbie Mainoo,MID,14,1646,0,0,5,5,0,0,0.84,1.78,2.62,196.6,250.8,137.0,58.8,42,8.1
Tyrell Malacia,DEF,14,99,0,0,0,1,0,0,0.0,0.02,0.02,5.2,13.9,0.0,1.7,2,0.5
Lisandro Martínez,DEF,14,1751,2,1,6,7,0,5,1.33,1.21,2.54,426.6,153.9,158.0,73.8,68,15.8
Mason Mount,MID,14,613,1,0,3,3,0,0,3.37,0.57,3.94,104.0,140.0,218.0,45.6,25,4.0
André Onana,GK,14,3060,0,0,9,0,0,8,0.0,0.2,0.2,733.0,13.0,0.0,74.7,120,24.5
Luke Shaw,DEF,14,346,0,0,0,1,0,0,0.03,0.77,0.8,48.2,68.2,11.0,12.7,5,1.0
Joshua Zirkzee,FWD,14,1385,3,2,3,2,0,6,4.64,1.04,5.68,222.6,212.0,351.0,78.0,64,9.8
Leny Yoro,DEF,14,1160,0,0,1,5,0,0,0.7,0.15,0.85,207.4,55.8,54.0,31.8,22,5.1
Matthijs de Ligt,DEF,14,2119,2,0,4,3,0,3,2.48,0.25,2.73,518.4,88.7,303.0,91.5,68,14.2
Noussair Mazraoui,DEF,14,2836,0,1,7,3,0,5,0.69,1.87,2.56,619.4,332.7,123.0,107.5,88,21.0
Toby Collyer,MID,14,174,0,0,0,0,0,0,0.08,0.37,0.45,40.4,29.9,8.0,7.9,6,1.3
Manuel Ugarte,MID,14,1777,1,2,4,11,0,1,1.0,0.67,1.67,313.6,195.9,113.0,62.1,49,10.0
Ayden Heaven,DEF,14,169,0,0,1,1,0,2,0.12,0.01,0.13,43.4,12.9,10.0,6.6,10,2.5
Harry Amass,DEF,14,345,0,0,0,0,0,0,0.07,0.07,0.14,40.0,26.5,15.0,8.2,4,1.0
Patrick Dorgu,DEF,14,840,0,0,2,3,1,1,0.43,1.27,1.7,106.4,175.3,112.0,39.4,18,4.0
Chido Obi-Martin,FWD,14,160,0,0,0,1,0,0,0.66,0.03,0.69,8.2,5.1,46.0,5.4,7,1.6
Tyler Fredricson,DEF,14,166,0,0,0,0,0,0,0.0,0.02,0.02,37.4,4.9,2.0,4.4,2,0.5
Miguel Almirón Rejala,MID,15,150,0,0,0,0,0,0,0.52,0.19,0.71,15.2,40.9,57.0,11.3,10,1.9
Harvey Barnes,MID,15,1746,9,5,6,0,0,13,6.45,4.4,10.85,522.2,407.1,701.0,163.1,130,22.0
Sven Botman,DEF,15,412,0,0,2,1,0,0,0.59,0.22,0.81,110.4,28.4,96.0,23.6,18,4.1
Bruno Guimarães Rodriguez Moura,MID,15,3273,5,6,13,7,0,10,4.34,5.32,9.66,723.0,796.0,454.0,197.5,135,21.8
Dan Burn,DEF,15,3330,1,1,13,11,0,9,1.97,1.09,3.06,736.6,123.6,297.0,115.8,115,25.0
Martin Dúbravka,GK,15,900,0,0,5,0,0,2,0.0,0.0,0.0,220.2,0.0,0.0,22.0,44,11.0
Anthony Gordon,MID,15,2428,6,6,10,2,0,9,8.19,4.8,12.99,537.0,777.3,655.0,196.8,124,16.8
Lewis Hall,DEF,15,2188,0,7,8,3,0,11,0.43,3.73,4.16,561.6,561.2,128.0,125.3,102,21.7
Alexander Isak,FWD,15,2758,23,6,12,1,0,36,20.33,3.59,23.92,1043.0,573.1,1320.0,292.7,211,22.4
Jacob Murphy,MID,15,2356,8,13,11,4,0,11,5.89,6.14,12.03,713.4,625.2,519.0,185.6,159,30.6
Joelinton Cássio Apolinário de Lira,MID,15,2394,4,4,10,10,0,11,3.74,2.17,5.91,469.8,389.3,465.0,132.7,99,16.5
Lloyd Kelly,DEF,15,299,0,1,0,2,0,0,0.41,0.11,0.52,80.6,29.0,20.0,12.6,12,2.9
Emil Krafth,DEF,15,334,0,0,1,2,0,0,0.04,0.04,0.08,59.2,19.7,13.0,9.3,17,4.0
Tino Livramento,DEF,15,2835,0,1,10,1,0,6,0.33,2.7,3.03,567.4,406.2,127.0,110.1,105,22.8
Sean Longstaff,MID,15,783,0,1,2,2,0,0,0.6,0.22,0.82,117.2,78.4,76.0,27.3,34,7.7
Lewis Miley,MID,15,304,1,0,0,0,0,1,0.57,0.3,0.87,87.4,33.5,45.0,16.7,21,4.2
Nick Pope,GK,15,2520,0,0,8,2,0,2,0.0,0.0,0.0,666.0,10.0,0.0,67.4,102,20.4
Fabian Schär,DEF,15,2935,4,2,11,9,1,4,3.94,1.01,4.95,743.2,111.5,346.0,119.6,118,21.5
Sandro Tonali,MID,15,2625,4,2,11,5,0,10,4.46,2.77,7.23,539.4,496.3,299.0,133.5,106,19.3
Kieran Trippier,DEF,15,1299,0,3,6,1,0,8,0.12,1.44,1.56,319.4,406.8,33.0,76.1,72,12.9
Joe Willock,MID,15,1065,0,2,4,4,0,0,1.65,0.93,2.58,172.8,273.8,197.0,63.9,46,9.8
Callum Wilson,FWD,15,355,0,0,0,1,0,0,0.36,0.09,0.45,13.0,42.2,71.0,12.1,19,2.8
William Osula,FWD,15,124,1,0,0,0,0,1,0.16,0.05,0.21,42.4,25.1,37.0,10.5,19,3.9
Álex Moreno Lopera,DEF,16,952,0,1,3,2,0,1,0.17,1.1,1.27,200.8,134.5,29.0,36.4,34,8.1
Ola Aina,DEF,16,2996,2,1,12,5,0,15,0.63,2.25,2.88,578.2,282.3,80.0,94.1,128,24.2
Elliot Anderson,MID,16,2726,2,6,13,10,0,8,2.04,3.51,5.55,638.8,605.2,308.0,155.6,107,21.4
Taiwo Awoniyi,FWD,16,398,1,0,1,0,0,0,2.15,0.12,2.27,67.0,40.9,118.0,21.9,32,5.8
Willy Boly,DEF,16,146,0,0,0,1,0,0,0.07,0.0,0.07,51.0,0.4,17.0,6.8,6,1.4
Danilo dos Santos de Oliveira,MID,16,270,0,0,1,0,0,0,0.0,0.01,0.01,34.6,5.0,0.0,3.9,11,2.3
Nicolás Domínguez,MID,16,1954,0,1,7,9,0,0,1.58,1.58,3.16,410.2,247.2,237.0,89.4,54,11.2
Anthony Elanga,MID,16,2496,6,11,12,1,0,15,4.81,5.12,9.93,627.0,785.4,582.0,199.8,153,27.8
Morgan Gibbs-White,MID,16,2806,7,11,13,9,1,18,6.31,4.68,10.99,680.4,793.7,632.0,210.6,154,23.7
Callum Hudson-Odoi,MID,16,2190,5,3,11,2,0,7,2.52,2.54,5.06,445.6,663.9,405.0,151.0,103,20.2
Murillo Santiago Costa dos Santos,DEF,16,3188,2,0,12,6,0,18,1.47,1.15,2.62,927.2,211.2,201.0,134.0,130,27.7
Neco Williams,DEF,16,2588,1,3,10,7,0,8,2.29,1.54,3.83,628.4,305.3,244.0,118.0,109,24.2
Ibrahim Sangaré,MID,16,584,0,1,2,3,0,0,0.02,0.21,0.23,130.6,80.3,21.0,23.2,20,4.7
Matz Sels,GK,16,3420,0,1,13,4,0,11,0.0,0.26,0.26,942.2,20.2,0.0,96.7,150,28.8
Harry Toffolo,DEF,16,135,0,0,0,1,0,0,0.02,0.01,0.03,40.2,4.1,6.0,5.1,4,1.0
Chris Wood,FWD,16,2958,20,3,15,1,0,41,13.42,1.59,15.01,838.4,320.0,900.0,205.6,200,27.8
Ryan Yates,MID,16,1901,2,2,6,10,0,3,2.41,0.47,2.88,344.4,241.1,265.0,85.4,67,14.0
Nikola Milenković,DEF,16,3330,5,2,13,4,0,2,4.05,0.73,4.78,805.2,107.9,361.0,127.2,145,27.9
João Pedro Ferreira Silva,MID,16,835,3,2,1,5,0,0,2.13,1.87,4.0,221.8,182.9,239.0,64.6,52,8.8
Ramón Sosa,MID,16,280,1,0,1,1,0,0,1.11,0.36,1.47,87.4,103.0,104.0,29.2,25,4.5
Felipe Rodrigues da Silva,DEF,16,891,0,0,3,5,0,2,0.18,0.03,0.21,205.2,10.8,22.0,24.0,36,8.0
Aaron Ramsdale,GK,17,2700,0,0,3,2,0,11,0.0,0.04,0.04,980.6,0.1,0.0,98.3,97,22.0
Cameron Archer,FWD,17,1421,2,0,2,0,0,4,5.71,0.72,6.43,125.2,102.5,376.0,60.0,57,11.9
Lesley Ugochukwu,MID,17,1652,1,1,1,7,0,3,0.85,0.62,1.47,265.0,211.9,84.0,55.9,47,10.7
Ryan Fraser,MID,17,303,0,0,0,0,1,0,0.02,0.1,0.12,35.8,26.8,13.0,6.7,7,1.5
Joe Aribo,MID,17,2007,3,0,1,1,0,7,2.69,1.23,3.92,386.2,293.0,242.0,92.3,72,14.7
Adam Armstrong,FWD,17,1246,2,3,2,4,0,2,3.28,0.56,3.84,154.4,143.7,262.0,56.0,45,8.8
Jan Bednarek,DEF,17,2531,2,0,3,7,0,3,0.65,0.84,1.49,770.6,78.3,71.0,91.9,60,15.0
Armel Bella-Kotchap,DEF,17,329,0,0,0,0,0,0,0.32,0.01,0.33,64.6,2.3,4.0,7.0,2,0.5
James Bree,DEF,17,1070,0,1,1,0,0,0,0.11,0.71,0.82,187.4,159.4,43.0,39.0,23,5.9
Taylor Harwood-Bellis,DEF,17,2824,1,0,3,9,0,2,1.78,0.68,2.46,727.0,218.3,252.0,119.9,55,14.1
Kamaldeen Sulemana,MID,17,1394,1,2,3,2,0,2,1.39,0.85,2.24,187.2,182.4,290.0,65.7,53,10.6
Adam Lallana,MID,17,352,0,2,0,4,0,1,0.15,0.48,0.63,81.2,82.4,21.0,18.4,17,3.4
Joe Lumley,GK,17,270,0,0,0,0,0,0,0.0,0.0,0.0,102.2,0.0,0.0,10.2,8,2.0
Ryan Manning,DEF,17,1458,0,2,1,2,0,0,0.34,2.8,3.14,307.4,498.3,71.0,87.6,34,7.9
Alex McCarthy,GK,17,450,0,0,0,0,0,0,0.0,0.0,0.0,166.4,0.0,0.0,16.7,12,2.9
Paul Onuachu,FWD,17,1038,4,1,1,4,0,4,3.61,0.26,3.87,219.8,127.3,479.0,81.7,51,10.4
Will Smallbone,MID,17,679,1,0,0,1,0,0,0.57,0.89,1.46,112.6,163.3,64.0,33.9,26,5.2
Jack Stephens,DEF,17,1389,1,0,2,2,2,2,0.58,0.26,0.84,291.8,71.6,51.0,41.5,31,7.8
Ross Stewart,FWD,17,382,1,0,1,1,0,3,1.15,0.04,1.19,54.4,15.4,96.0,16.3,20,4.5
Sugawara Yukinari,DEF,17,1548,1,1,2,4,0,0,0.48,2.47,2.95,315.4,291.3,137.0,74.2,43,10.2
Charlie Taylor,DEF,17,353,0,0,0,1,0,0,0.0,0.14,0.14,102.0,27.8,4.0,13.5,6,1.5
Kyle Walker-Peters,DEF,17,2918,0,3,2,5,0,3,0.85,2.3,3.14,503.8,406.8,237.0,114.4,54,12.9
Nathan Wood-Gordon,DEF,17,771,0,0,1,2,0,2,0.23,0.04,0.27,137.8,20.3,16.0,17.6,14,3.6
Flynn Downes,MID,17,2149,1,0,4,12,0,0,0.64,1.41,2.05,297.6,292.2,118.0,71.0,48,10.2
Ben Brereton Díaz,MID,17,446,0,0,0,1,0,0,0.9,0.15,1.05,21.8,63.6,81.0,16.8,13,2.7
Tyler Dibling,MID,17,1863,2,2,3,6,0,4,2.6,1.47,4.07,261.0,344.5,264.0,87.0,68,15.8
Mateus Gonçalo Espanha Fernandes,MID,17,2911,2,4,5,8,0,8,4.12,3.62,7.74,553.4,649.5,372.0,157.8,95,19.0
Welington Damascena Santos,DEF,17,478,0,0,1,1,0,0,0.04,0.16,0.2,120.2,58.4,11.0,19.0,14,3.5
Albert Grønbæk,MID,17,141,0,0,0,0,0,0,0.12,0.01,0.13,15.8,11.4,9.0,3.7,6,1.2
Jay Robinson,FWD,17,134,0,0,0,0,0,0,0.07,0.53,0.6,21.8,34.4,29.0,8.6,5,1.1
Dominic Solanke-Mitchell,FWD,18,2199,9,5,4,0,0,7,10.89,1.13,12.02,505.8,199.8,729.0,142.1,108,14.8
Brandon Austin,GK,18,90,0,0,0,0,0,0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,1,0.2
Rodrigo Bentancur,MID,18,1640,2,0,3,9,0,1,1.36,1.02,2.38,324.6,208.5,165.0,70.2,49,10.0
Lucas Bergvall,MID,18,1200,0,2,3,3,0,0,0.71,0.82,1.53,237.2,218.7,97.0,55.0,44,10.0
Yves Bissouma,MID,18,1396,2,0,3,7,0,4,0.64,0.48,1.12,283.8,133.8,59.0,48.0,50,10.4
Ben Davies,DEF,18,1329,0,0,3,5,0,0,0.27,0.5,0.77,343.6,42.1,49.0,43.7,28,6.5
Radu Drăgușin,DEF,18,1250,0,0,2,1,0,0,0.13,0.16,0.29,256.4,58.1,47.0,36.2,24,5.6
Fraser Forster,GK,18,630,0,0,1,0,0,0,0.0,0.0,0.0,221.0,0.0,0.0,22.2,19,4.4
Archie Gray,MID,18,1750,0,0,2,1,0,0,0.03,0.19,0.22,254.6,71.4,15.0,34.3,45,9.8
Brennan Johnson,MID,18,2171,11,6,2,5,0,13,10.75,1.99,12.74,559.6,295.0,761.0,161.0,137,22.1
Dejan Kulusevski,MID,18,2386,7,4,6,3,0,9,4.06,4.03,8.09,613.6,843.8,733.0,218.7,117,18.9
James Maddison,MID,18,1799,9,8,6,6,0,15,5.54,5.92,11.46,683.4,702.3,495.0,187.8,133,18.0
Pedro Porro,DEF,18,2606,2,6,6,5,0,6,1.63,4.71,6.34,778.4,932.9,200.0,191.2,98,18.8
Sergio Reguilón,DEF,18,194,0,0,0,2,0,0,0.12,0.24,0.36,33.4,25.2,13.0,7.2,2,0.5
Richarlison de Andrade,FWD,18,497,4,1,1,2,0,0,3.71,0.6,4.31,180.8,57.1,243.0,47.4,35,5.1
Cristian Romero,DEF,18,1416,1,1,3,3,0,3,1.52,0.81,2.33,343.2,113.1,232.0,69.0,49,10.0
Pape Matar Sarr,MID,18,1901,3,2,2,6,0,4,3.72,0.78,4.5,398.4,257.2,220.0,87.2,71,15.1
Son Heung-min,MID,18,2106,7,10,4,1,0,12,7.25,4.97,12.22,629.6,734.9,707.0,207.2,129,13.3
Djed Spence,DEF,18,1790,1,2,3,2,1,6,0.58,1.41,1.99,433.0,226.6,100.0,76.1,51,11.6
Destiny Udogie,DEF,18,1923,0,1,2,2,0,0,0.31,1.22,1.53,354.8,256.5,132.0,74.5,43,9.0
Micky van de Ven,DEF,18,1014,0,2,2,4,0,2,0.54,0.7,1.24,212.0,39.4,57.0,30.9,32,7.1
Guglielmo Vicario,GK,18,2160,0,0,4,1,0,2,0.0,0.0,0.0,587.8,0.0,0.0,58.5,66,13.8
Timo Werner,MID,18,504,0,3,1,0,0,2,1.04,1.55,2.59,114.6,148.0,113.0,37.1,34,5.5
Mikey Moore,MID,18,359,0,2,0,0,0,0,0.2,0.56,0.76,33.2,45.2,34.0,11.0,19,4.2
Wilson Odobert,MID,18,843,1,0,1,0,0,3,1.63,0.76,2.39,101.2,108.6,156.0,36.7,34,6.4
Antonín Kinsky,GK,18,540,0,0,1,0,0,0,0.0,0.01,0.01,208.2,10.1,0.0,21.7,17,4.1
Kevin Danso,DEF,18,842,0,0,1,0,0,0,0.4,0.12,0.52,242.0,34.4,72.0,34.9,16,3.6
Mathys Tel,MID,18,908,2,2,2,2,0,2,2.96,1.55,4.51,183.8,208.3,236.0,62.3,42,7.2
Evan Ferguson,FWD,19,385,1,0,1,0,0,2,1.13,0.66,1.79,80.0,68.5,104.0,25.0,28,5.1
Aaron Wan-Bissaka,DEF,19,3154,2,6,6,1,0,15,1.18,2.75,3.93,807.4,531.5,188.0,152.7,118,26.2
Edson Álvarez Velázquez,MID,19,1769,0,1,3,7,1,0,0.39,0.89,1.28,281.8,213.9,51.0,54.7,40,8.0
Michail Antonio,FWD,19,834,1,4,4,1,0,3,2.2,0.91,3.11,72.0,139.5,194.0,39.5,42,8.1
Alphonse Areola,GK,19,2259,0,0,4,0,0,1,0.0,0.0,0.0,619.8,0.0,0.0,62.1,69,16.4
Jarrod Bowen,MID,19,2974,13,11,8,1,0,21,8.6,6.47,15.07,903.0,737.8,1081.0,271.9,193,24.4
Vladimír Coufal,DEF,19,1056,0,0,2,5,0,1,0.37,0.89,1.25,204.0,142.0,70.0,41.3,27,6.6
Aaron Cresswell,DEF,19,818,0,0,3,3,0,3,0.23,1.89,2.12,148.4,152.3,14.0,31.4,36,9.2
Emerson Palmieri dos Santos,DEF,19,2108,2,1,5,5,0,4,1.95,2.19,4.14,420.4,310.9,173.0,90.4,76,17.3
Łukasz Fabiański,GK,19,1160,0,0,2,2,0,2,0.0,0.0,0.0,387.8,0.3,0.0,38.7,39,10.0
Danny Ings,FWD,19,270,1,3,0,0,0,4,2.25,0.06,2.31,97.0,76.5,159.0,33.4,32,6.7
Max Kilman,DEF,19,3348,0,1,6,5,0,5,1.55,1.19,2.74,832.6,203.3,149.0,118.8,82,19.1
Mohammed Kudus,MID,19,2589,5,4,7,2,1,5,6.97,2.67,9.64,471.6,552.5,752.0,177.5,106,17.1
Luis Guilherme Lira dos Santos,MID,19,139,0,0,0,0,0,0,0.42,0.13,0.55,27.6,49.1,32.0,10.8,12,2.6
Lucas Tolentino Coelho de Lima,MID,19,2374,4,1,4,10,0,5,5.36,3.36,8.72,433.2,627.7,267.0,132.6,80,14.0
Konstantinos Mavropanos,DEF,19,2035,0,0,2,4,1,4,1.61,0.39,2.0,497.0,74.9,160.0,73.2,45,10.5
Tomáš Souček,MID,19,2563,9,2,7,8,0,15,6.6,1.27,7.87,672.6,231.8,643.0,154.0,126,26.2
James Ward-Prowse,MID,19,1433,1,2,5,2,1,2,1.59,2.68,4.27,282.4,378.3,138.0,80.0,51,8.4
Andy Irving,MID,19,161,0,0,0,2,0,0,0.13,0.12,0.25,37.6,26.5,17.0,8.1,9,1.9
Crysencio Summerville,MID,19,776,1,1,2,2,0,2,1.61,1.71,3.32,156.4,246.1,186.0,58.7,33,6.0
Guido Rodríguez,MID,19,1147,0,1,4,6,0,0,0.22,0.17,0.39,205.4,79.7,29.0,31.5,36,7.5
Niclas Füllkrug,FWD,19,783,3,2,2,2,0,3,2.14,0.47,2.61,187.2,173.3,221.0,56.8,42,6.3
Jean-Clair Todibo,DEF,19,1824,0,0,5,3,0,1,0.36,0.06,0.42,373.0,37.1,35.0,44.5,54,12.9
Carlos Soler,MID,19,1394,1,1,2,6,0,2,1.85,1.93,3.78,189.0,295.8,186.0,67.2,47,9.4
Ollie Scarles,DEF,19,659,0,0,2,1,0,2,0.11,0.18,0.29,106.4,54.3,24.0,18.6,29,7.2
Sam Johnstone,GK,20,630,0,0,0,0,0,0,0.0,0.0,0.0,193.8,10.0,0.0,20.4,12,2.9
Rayan Aït-Nouri,DEF,20,3112,4,7,7,5,1,13,2.69,3.98,6.67,778.4,694.3,435.0,191.0,125,24.5
Jean-Ricner Bellegarde,MID,20,1666,2,7,6,3,0,5,1.46,2.74,4.2,355.6,422.8,200.0,97.2,90,18.4
Daniel Bentley,GK,20,180,0,0,1,0,0,1,0.0,0.0,0.0,60.0,0.0,0.0,6.0,9,2.3
Matheus Santos Carneiro Da Cunha,FWD,20,2596,15,7,7,4,0,41,8.73,5.29,14.02,936.2,847.8,940.0,272.2,178,25.4
Craig Dawson,DEF,20,969,0,1,1,2,0,1,0.5,0.07,0.57,204.2,31.3,55.0,29.1,17,4.0
Matt Doherty,DEF,20,2105,2,1,6,6,0,4,1.12,1.24,2.36,502.2,179.9,135.0,81.8,75,17.4
Tommy Doyle,MID,20,474,0,1,0,1,0,0,0.55,0.35,0.9,114.6,101.7,34.0,25.3,28,6.0
Gonçalo Manuel Ganchinho Guedes,MID,20,979,2,4,3,1,0,2,3.28,0.92,4.2,215.8,213.9,217.0,64.0,62,11.7
Hwang Hee-chan,MID,20,646,2,1,0,0,0,0,0.79,0.35,1.14,111.6,72.7,84.0,26.7,37,6.1
João Victor Gomes da Silva,MID,20,2975,3,1,6,9,1,7,2.94,2.61,5.55,513.4,428.9,231.0,117.3,87,17.8
José Malheiro de Sá,GK,20,2610,0,0,7,2,0,4,0.0,0.01,0.01,603.4,30.0,0.0,63.4,93,21.1
Mario Lemina,MID,20,1363,1,3,1,4,0,5,1.3,0.87,2.17,356.8,166.7,120.0,64.4,47,9.8
Yerson Mosquera,DEF,20,441,0,0,0,2,0,0,0.33,0.03,0.36,110.2,27.3,21.0,16.0,3,0.8
Nélson Cabral Semedo,DEF,20,2889,0,4,8,8,0,0,1.05,1.71,2.76,504.6,404.9,149.0,106.0,84,18.7
Rodrigo Martins Gomes,MID,20,794,2,0,1,0,0,0,0.72,0.87,1.59,186.6,180.2,113.0,47.6,42,8.2
Santiago Bueno,DEF,20,1678,0,0,5,2,0,2,0.45,0.1,0.55,345.4,15.8,80.0,44.2,52,12.1
